city,cityAra,lat,lng,country,iso2,iso3
Tynda,Tynda,55.1743,124.7076,Russia,RU,RUS
Security-Widefield,الأمن Widefield,38.7489,-104.7142,United States,US,USA
Penfield,بنفيلد,43.1602,-77.4483,United States,US,USA
Albertville,ألبرتفيل,34.2634,-86.2107,United States,US,USA
Villazón,Villazón,-22.0796,-65.6,Bolivia,BO,BOL
Mount Pleasant,جبل ممتعة,43.5966,-84.7759,United States,US,USA
Mangai,مانجي,-4.0396,19.53,Congo (Kinshasa),CD,COD
Oakton,أكتون,38.8887,-77.3016,United States,US,USA
Braintree Town,برنتري تاون,42.2039,-71.0022,United States,US,USA
Commack,كوماك,40.8443,-73.2834,United States,US,USA
Qulsary,Qulsary,46.9833,54.0165,Kazakhstan,KZ,KAZ
Farmers Branch,فرع المزارعين,32.9272,-96.8806,United States,US,USA
Monrovia,مونروفيا,34.165,-117.9921,United States,US,USA
Kampene,Kampene,-3.5995,26.67,Congo (Kinshasa),CD,COD
Galloway,غالاوي,39.4914,-74.4802,United States,US,USA
Kalispell,كاليسبيل,48.2156,-114.3261,United States,US,USA
Parkland,الحدائق,47.1417,-122.4376,United States,US,USA
Oakville,أوكفيل,38.4472,-90.3199,United States,US,USA
San Juan,سان خوان,26.1903,-98.152,United States,US,USA
Wildomar,ويلدومار,33.6173,-117.2583,United States,US,USA
Chimboy Shahri,Chimboy الشهري,42.9311,59.7708,Uzbekistan,UZ,UZB
Moss,طحلب,59.437,10.6692,Norway,NO,NOR
Yorktown,يوركتاون,41.2727,-73.8092,United States,US,USA
Clifton Park,كليفتون بارك,42.8587,-73.8242,United States,US,USA
Crestview,كرستفيو,30.7481,-86.5784,United States,US,USA
Kalgoorlie,كالغورلي,-30.7354,121.46,Australia,AU,AUS
Greenfield,غرينفيلد,42.9619,-88.0051,United States,US,USA
Addison,أديسون,41.9314,-88.0085,United States,US,USA
Morondava,موروندافا,-20.2833,44.2833,Madagascar,MG,MDG
Moorpark,مووربارك,34.2855,-118.877,United States,US,USA
Cottage Grove,الكوخ غروف,44.8161,-92.9274,United States,US,USA
Brighton,برايتون,43.1175,-77.5835,United States,US,USA
Shrewsbury,شروزبري,42.2842,-71.7154,United States,US,USA
Kambove,Kambove,-10.8696,26.6,Congo (Kinshasa),CD,COD
Portage,حمل,41.5866,-87.1792,United States,US,USA
Kasimov,قاسيموف,54.9435,41.3931,Russia,RU,RUS
Serdobsk,سردوبسك,52.4622,44.2218,Russia,RU,RUS
Winter Springs,الشتاء سبرينغز,28.6889,-81.2704,United States,US,USA
Calumet City,كالوميت سيتي,41.6134,-87.5505,United States,US,USA
Portsmouth,بورتسموث,38.7539,-82.9446,United States,US,USA
Cedar City,سيدار رابيدز,37.6834,-113.0956,United States,US,USA
Tunduma,Tunduma,-9.2846,32.7749,Tanzania,TZ,TZA
Dunedin,دنيدن,28.0329,-82.7863,United States,US,USA
Bermejo,بيرميجو,-22.7296,-64.35,Bolivia,BO,BOL
Zharkent,Zharkent,44.1616,79.9801,Kazakhstan,KZ,KAZ
Voi,فوا,-3.3696,38.57,Kenya,KE,KEN
Kaniama,Kaniama,-7.5696,24.17,Congo (Kinshasa),CD,COD
New Albany,ألباني جديدة,38.3076,-85.8241,United States,US,USA
Trumbull,ترمبل,41.2602,-73.2083,United States,US,USA
St. Marys,سانت ماري,30.7567,-81.5722,United States,US,USA
Ewing,يوينغ,40.265,-74.8005,United States,US,USA
Guaíra,جويرا,-24.09,-54.27,Brazil,BR,BRA
Merritt Island,جزيرة ميريت,28.3146,-80.6713,United States,US,USA
Oregon City,اوريغون المدينة,45.3414,-122.5927,United States,US,USA
Oak Creek,بلوط، جدول,42.8803,-87.9009,United States,US,USA
Roseville,روزفيل,45.0155,-93.1544,United States,US,USA
Yirga ‘Alem,يرغا 'عالم,6.7504,38.41,Ethiopia,ET,ETH
Phenix City,فونيكس سيتي,32.4588,-85.0251,United States,US,USA
Owasso,أواسو,36.2882,-95.8328,United States,US,USA
Slantsy,سلانتسي,59.1116,28.0747,Russia,RU,RUS
Cleburne,كليبورنيه,32.3561,-97.4145,United States,US,USA
Baikonur,بايكونور,45.6914,63.2413,Kazakhstan,KZ,KAZ
Nyaungdon,Nyaungdon,17.0433,95.6429,Burma,MM,MMR
Franklin,فرانكلين,42.8854,-88.0104,United States,US,USA
Nanyuki,نانيوكي,0.0204,37.06,Kenya,KE,KEN
Severoural’sk,Severoural'sk,60.1565,59.9615,Russia,RU,RUS
Tucker,ضنى,33.8436,-84.2021,United States,US,USA
Açu,أسو,-5.5796,-36.9101,Brazil,BR,BRA
San Juan Capistrano,سان خوان كابيسترانو,33.5009,-117.6544,United States,US,USA
Masasi,Masasi,-10.7296,38.7999,Tanzania,TZ,TZA
Claremont,كليرمونت,34.1259,-117.7153,United States,US,USA
Guayaramerín,Guayaramerín,-10.83,-65.41,Bolivia,BO,BOL
Hato Mayor,عمدة هاتو,18.764,-69.257,Dominican Republic,DO,DOM
Land O' Lakes,لاند أوليكس,28.2075,-82.4476,United States,US,USA
Blagodarnyy,Blagodarnyy,45.1047,43.4344,Russia,RU,RUS
Boyarka,بوياركا,70.767,97.5,Russia,RU,RUS
Natick,ناتيك,42.2847,-71.3497,United States,US,USA
Hilliard,هيليارد,40.0353,-83.1578,United States,US,USA
LaGrange,لاجرانج,33.0274,-85.0384,United States,US,USA
Jipijapa,Jipijapa,-1.3496,-80.58,Ecuador,EC,ECU
Zvishavane,Zvishavane,-20.3296,30.05,Zimbabwe,ZW,ZWE
Yalutorovsk,Yalutorovsk,56.6736,66.2983,Russia,RU,RUS
Valuyki,فالويكي,50.2091,38.0987,Russia,RU,RUS
Pennsauken,Pennsauken,39.9649,-75.0563,United States,US,USA
Douglas,دوغلاس,54.1504,-4.48,Isle Of Man,IM,IMN
Shawnee,شوني,35.3525,-96.9647,United States,US,USA
Atbasar,Atbasar,51.8219,68.3477,Kazakhstan,KZ,KAZ
Bettendorf,بيتيندورف,41.5656,-90.4764,United States,US,USA
Pahrump,فريق Pahrump,36.2411,-116.0176,United States,US,USA
Martinez,مارتينيز,33.5209,-82.0985,United States,US,USA
Benton,ينحني على,34.5771,-92.5715,United States,US,USA
Olney,أولني,39.1466,-77.0715,United States,US,USA
Victoria Falls,شلالات فيكتوريا,-17.9296,25.84,Zimbabwe,ZW,ZWE
Guilderland,جيلدرلاند,42.708,-73.9631,United States,US,USA
Cooper City,كوبر سيتي,26.0463,-80.2862,United States,US,USA
La Vergne,لا فيرني,36.0203,-86.5582,United States,US,USA
Kumo,KUMO,10.0457,11.2131,Nigeria,NG,NGA
West Fargo,الغربية فارجو,46.8573,-96.9057,United States,US,USA
Kuala Kapuas,كوالا لKapuas,-3.0996,114.35,Indonesia,ID,IDN
Tibati,Tibati,6.467,12.6333,Cameroon,CM,CMR
Georgetown,جورج تاون,38.2251,-84.5481,United States,US,USA
Rimouski,ريموسكي,48.4337,-68.5167,Canada,CA,CAN
Shar’ya,Shar'ya,58.3798,45.5094,Russia,RU,RUS
Yangambi,يانغامبي,0.7704,24.43,Congo (Kinshasa),CD,COD
Wildwood,خشب البرية,38.5799,-90.6698,United States,US,USA
Prattville,براتفيل,32.4605,-86.4588,United States,US,USA
Honda,هوندا,5.1903,-74.75,Colombia,CO,COL
Pala Oua,بالا في Oua,9.3504,14.9666,Chad,TD,TCD
Bougouni,Bougouni,11.4204,-7.49,Mali,ML,MLI
Randallstown,Randallstown,39.3723,-76.8024,United States,US,USA
Kundian,Kundian,32.4522,71.4718,Pakistan,PK,PAK
Inver Grove Heights,إنفر جروف هايتس,44.8247,-93.0596,United States,US,USA
Andover,وأكثر,42.6466,-71.1651,United States,US,USA
La Porte,لا بورت,29.669,-95.0483,United States,US,USA
Waxahachie,اكساهاشي,32.4032,-96.8444,United States,US,USA
Upper Arlington,العلوي أرلينغتون,40.0272,-83.0704,United States,US,USA
Paradise,الجنة,39.7558,-121.6063,United States,US,USA
Esik,Esik,43.3691,77.4438,Kazakhstan,KZ,KAZ
Yarumal,يارومال,7.0306,-75.5905,Colombia,CO,COL
Saint-Benoît,سان بينوا,-21.0335,55.7128,Reunion,RE,REU
Gahanna,غاهانا,40.0251,-82.8637,United States,US,USA
Vác,بطالة,47.7837,19.1332,Hungary,HU,HUN
East Point,إيست بوينت,33.6696,-84.47,United States,US,USA
Woodburn,دبورن,45.1476,-122.8584,United States,US,USA
Peachtree City,بيشتري سيتي,33.3943,-84.5711,United States,US,USA
Holly Springs,هولي سبرينغز,35.654,-78.8403,United States,US,USA
El Mirage,شركة ميراج,33.5905,-112.3271,United States,US,USA
Clermont,كليرمون,28.5403,-81.7296,United States,US,USA
Evans,ايفانز,33.5619,-82.1351,United States,US,USA
Nacogdoches,نكغدوشس,31.6135,-94.6528,United States,US,USA
Praya,برايا,-8.7223,116.2923,Indonesia,ID,IDN
Granbury,جرانبوري,32.4484,-97.7685,United States,US,USA
Bell Ville,بيل فيل,-32.6,-62.68,Argentina,AR,ARG
Korsakov,كورساكوف,46.6424,142.7775,Russia,RU,RUS
Chelmsford,تشيلمسفورد,42.6,-71.3631,United States,US,USA
Monroe,مونرو,35.0061,-80.5593,United States,US,USA
Lockport,كبورت,43.1698,-78.6956,United States,US,USA
Kōṯah-ye ‘As̲h̲rō,Kōṯah-أنتم 'Ashrō,34.45,68.8,Afghanistan,AF,AFG
Pleasant Hill,سارة هيل,37.954,-122.0759,United States,US,USA
Timmins,تيمينز,48.4666,-81.3333,Canada,CA,CAN
Kamsar,Kamsar,10.6854,-14.605,Guinea,GN,GIN
Bethlehem,بيت لحم,42.5856,-73.8219,United States,US,USA
Ikot Abasi,ايكوت عباسي,4.5704,7.56,Nigeria,NG,NGA
Coventry,كوفنتري,41.6933,-71.6611,United States,US,USA
Merrillville,ميريلفيل,41.4728,-87.3197,United States,US,USA
Brunswick,برونزويك,41.2465,-81.8198,United States,US,USA
Oswego,اوسويغو,41.6834,-88.3372,United States,US,USA
Auburn,لون كستنائي,38.895,-121.0777,United States,US,USA
Aksay,أكساي,51.1714,53.0349,Kazakhstan,KZ,KAZ
Viacha,Viacha,-16.65,-68.3,Bolivia,BO,BOL
Stow,خبأ,41.1765,-81.4344,United States,US,USA
Carrollwood,Carrollwood,28.0577,-82.5149,United States,US,USA
Bezhetsk,بيجيتسك,57.7647,36.69,Russia,RU,RUS
Mount Juliet,ماونت جولييت,36.1991,-86.5114,United States,US,USA
Nueve de Julio,NUEVE دي خوليو,-35.446,-60.89,Argentina,AR,ARG
Boardman,بوردمان,41.0334,-80.6671,United States,US,USA
Glastonbury,غلاستونبري,41.6922,-72.5472,United States,US,USA
Riviera Beach,ريفيرا بيتش,26.7812,-80.0741,United States,US,USA
Oak Harbor,اوك هاربور,48.2965,-122.6331,United States,US,USA
Leawood,ليوود,38.9075,-94.6258,United States,US,USA
Grass Valley,وادي العشب,39.2237,-121.0521,United States,US,USA
Prince Albert,الأمير ألبرت,53.2,-105.75,Canada,CA,CAN
Chacabuco,تشاكابوكو,-34.65,-60.49,Argentina,AR,ARG
Sanford,سانفورد,35.4874,-79.1772,United States,US,USA
Cumberland,كمبرلاند,41.9703,-71.4198,United States,US,USA
Orangevale,Orangevale,38.688,-121.2208,United States,US,USA
Merauke,من Merauke,-8.4932,140.4018,Indonesia,ID,IDN
Galesburg,غلسبورغ,40.9506,-90.3763,United States,US,USA
Kearney,كيرني,40.7008,-99.0847,United States,US,USA
Gillette,جيليت,44.2752,-105.4984,United States,US,USA
Russellville,في Russellville,35.2763,-93.1383,United States,US,USA
Kondopoga,كوندوبوجا,62.2087,34.2887,Russia,RU,RUS
Menlo Park,متنزه مينلو,37.4686,-122.1672,United States,US,USA
Kennesaw,كينيساو,34.0262,-84.6177,United States,US,USA
Dartmouth,دارتموث,41.6138,-70.9973,United States,US,USA
New City,مدينة جديدة,41.1543,-73.9909,United States,US,USA
Carmel,الكرمل,41.3898,-73.7239,United States,US,USA
San Dimas,سان ديماس,34.1082,-117.809,United States,US,USA
Staraya Russa,ستارايا روسا,57.9948,31.3544,Russia,RU,RUS
Vestavia Hills,فيستافيا هيلز,33.4518,-86.7438,United States,US,USA
Businga,بوسينغا,3.3404,20.87,Congo (Kinshasa),CD,COD
Owings Mills,أوينغز ميلز,39.4115,-76.7913,United States,US,USA
Slavgorod,سلافغورود,53.0049,78.6696,Russia,RU,RUS
Middletown,مددلتاون,39.4453,-75.7166,United States,US,USA
Sonoma,سونوما,38.2902,-122.4598,United States,US,USA
Navarre,نافار,30.4174,-86.8907,United States,US,USA
Adelanto,أديلانتو,34.5815,-117.4397,United States,US,USA
Socorro,سوكورو,31.6384,-106.2601,United States,US,USA
Biharamulo,Biharamulo,-2.6296,31.31,Tanzania,TZ,TZA
Tooele,تويلي,40.5393,-112.3082,United States,US,USA
Lebanon,لبنان,36.2039,-86.3475,United States,US,USA
Cottonwood Heights,القطني مرتفعات,40.6137,-111.8144,United States,US,USA
Hwange,هوانغي,-18.37,26.5,Zimbabwe,ZW,ZWE
Puerto Berrío,بويرتو بيريو,6.4804,-74.42,Colombia,CO,COL
Túquerres,توكيريس,1.09,-77.6199,Colombia,CO,COL
Vibo Valentia,فيبو فالينتيا,38.6666,16.1,Italy,IT,ITA
Dakota Ridge,داكوتا ريدج,39.6194,-105.1341,United States,US,USA
Deer Park,حديقة الغزلان,29.6898,-95.1151,United States,US,USA
Verkhniy Ufaley,Verkhniy Ufaley,56.0663,60.2313,Russia,RU,RUS
Zaozërnyy,Zaozërnyy,55.962,94.7028,Russia,RU,RUS
Schaffhausen,شافهاوزن,47.706,8.633,Switzerland,CH,CHE
Nagua,Nagua,19.376,-69.847,Dominican Republic,DO,DOM
Newark,نيوارك,39.6776,-75.7573,United States,US,USA
Bridgeton,بريدجستون,39.4286,-75.2281,United States,US,USA
Salisbury,سالزبوري,35.6657,-80.491,United States,US,USA
Riverhead,ريفيرهيد,40.9409,-72.7095,United States,US,USA
Luuq,لوق,3.8005,42.55,Somalia,SO,SOM
Arcata,أركاتا,40.8615,-124.0757,United States,US,USA
Rostov,روستوف,57.1892,39.4043,Russia,RU,RUS
Randolph,راندولف,42.1778,-71.0539,United States,US,USA
Meadow Woods,ميدو وودز,28.3698,-81.3467,United States,US,USA
Douglasville,دوجلاسفيل,33.7384,-84.7068,United States,US,USA
Woodridge,WOODRIDGE,41.7368,-88.0408,United States,US,USA
Sicuani,سكواني,-14.2896,-71.23,Peru,PE,PER
Shepparton,شيبارتون,-36.3746,145.3914,Australia,AU,AUS
Fairborn,فايربورن,39.801,-84.0094,United States,US,USA
Ferry Pass,العبارة ممر,30.5203,-87.1904,United States,US,USA
Franklin,فرانكلين,41.1101,-74.5886,United States,US,USA
Dyat’kovo,Dyat'kovo,53.5891,34.3392,Russia,RU,RUS
Laramie,لارامي,41.3099,-105.6085,United States,US,USA
North Ridgeville,نورث ريدجفيل,41.3851,-82.0194,United States,US,USA
Pikesville,Pikesville,39.3893,-76.702,United States,US,USA
University Place,الجامعة مكان,47.2148,-122.546,United States,US,USA
Northbrook,نورثبروك,42.1292,-87.8353,United States,US,USA
Valparaiso,فالبارايسو,41.4782,-87.0507,United States,US,USA
Martinsville,مارتينسفيل,36.6827,-79.8636,United States,US,USA
Segezha,سغجا,63.7548,34.3243,Russia,RU,RUS
Forbe Oroya,بحسب فورب أورويا,-11.52,-75.94,Peru,PE,PER
Lexington,ليكسينغتون,42.4456,-71.2307,United States,US,USA
Derry,ديري,42.8888,-71.2804,United States,US,USA
Lebowakgomo,Lebowakgomo,-24.1996,29.5,South Africa,ZA,ZAF
Salina,سالينا,43.1031,-76.1758,United States,US,USA
Springville,سبرينغفيل,40.1638,-111.6206,United States,US,USA
Post Falls,آخر شلالات,47.7203,-116.9396,United States,US,USA
Lawrence,لورانس,40.2954,-74.7205,United States,US,USA
Pullman,البولمان حافة القطار,46.734,-117.1669,United States,US,USA
Central Islip,إسليب الوسطى,40.7837,-73.1945,United States,US,USA
Atamyrat,Atamyrat,37.8248,65.1997,Turkmenistan,TM,TKM
Velikiy Ustyug,فيليكي أوستيوغ,60.7687,46.2987,Russia,RU,RUS
Mason,بناء مهنة,39.3571,-84.3023,United States,US,USA
Goshen,جاسان,41.574,-85.8304,United States,US,USA
Alabaster,مرمر,33.2198,-86.8226,United States,US,USA
Mount Isa,جبل عيسى,-20.7239,139.49,Australia,AU,AUS
Gualeguay,Gualeguay,-33.15,-59.34,Argentina,AR,ARG
Foley,فولي,30.3984,-87.6648,United States,US,USA
Ken Caryl,كين كاريل,39.5769,-105.1138,United States,US,USA
Tweed Heads,تويد هيدز,-28.1826,153.5466,Australia,AU,AUS
Mushie,Mushie,-3.0196,16.92,Congo (Kinshasa),CD,COD
Hanumānnagar,Hanumānnagar,26.5333,86.7333,Nepal,NP,NPL
Gaya,غايا,11.8882,3.4467,Niger,NE,NER
Estero,استيرو,26.4277,-81.7951,United States,US,USA
Calhoun,كالهون,34.4917,-84.9391,United States,US,USA
Aral,آرال,46.8,61.6666,Kazakhstan,KZ,KAZ
Franklin Town,فرانكلين تاون,42.0862,-71.4113,United States,US,USA
Fairmont,فيرمونت,39.4768,-80.1491,United States,US,USA
Reggane,رقان,26.7,0.1666,Algeria,DZ,DZA
Djenné,جينيه,13.9,-4.55,Mali,ML,MLI
Safājā,Safājā,26.7337,33.9333,Egypt,EG,EGY
Kholmsk,خولمسك,47.0473,142.0624,Russia,RU,RUS
Andover,وأكثر,45.2571,-93.3265,United States,US,USA
Sun Prairie,صن براري,43.1827,-89.2357,United States,US,USA
Plainfield,بلينفيلد,39.6956,-86.3708,United States,US,USA
Carlsbad,كارلسباد,32.4013,-104.2388,United States,US,USA
Key West,الغرب الرئيسي,24.5637,-81.7768,United States,US,USA
Warsaw,وارسو,41.2443,-85.8478,United States,US,USA
Omutninsk,أوموتنينسك,58.6589,52.1592,Russia,RU,RUS
Lake Stevens,بحيرة ستيفنز,48.0029,-122.096,United States,US,USA
Elk Grove Village,إلك غروف قرية,42.0061,-87.9929,United States,US,USA
Alamogordo,ألاموغوردو,32.8837,-105.9624,United States,US,USA
Pekin,[بكين],40.5677,-89.6263,United States,US,USA
St. Charles,سانت تشارلز,41.9193,-88.311,United States,US,USA
Copperas Cove,كوبراس كوف,31.1192,-97.914,United States,US,USA
Queanbeyan,كوينبيان,-35.3546,149.2113,Australia,AU,AUS
Ridgecrest,ريدجكريست,35.6308,-117.6621,United States,US,USA
Bowling Green,بولينغ غرين,41.3773,-83.6501,United States,US,USA
DeLand,ديلاند,29.0224,-81.2873,United States,US,USA
Qarqan,Qarqan,38.1338,85.5333,China,CN,CHN
La Verne,لا فيرن,34.1208,-117.7702,United States,US,USA
Beyneu,Beyneu,45.1834,55.1,Kazakhstan,KZ,KAZ
Kudymkar,كوديمكار,59.0162,54.633,Russia,RU,RUS
Bethel Park,بيت ايل بارك,40.3239,-80.0364,United States,US,USA
Melton,ميلتون,-37.6895,144.57,Australia,AU,AUS
Massillon,ماسيلون,40.7839,-81.5256,United States,US,USA
De Aar,دي عار,-30.65,24,South Africa,ZA,ZAF
Florence,فلورنسا,38.99,-84.6471,United States,US,USA
Westlake,البحيرة الغربية,41.4524,-81.9295,United States,US,USA
East Lake,شرق بحيرة,28.1205,-82.6868,United States,US,USA
Eagle Mountain,نسر الجبل,40.3137,-112.0114,United States,US,USA
Oxford,أكسفورد,34.3609,-89.5286,United States,US,USA
Parkland,الحدائق,26.3218,-80.2533,United States,US,USA
Kristianstad,كريستيانستاد,56.0337,14.1333,Sweden,SE,SWE
Rome,روما,43.226,-75.491,United States,US,USA
Starkville,ستاركفيل,33.4608,-88.8297,United States,US,USA
Matthews,ماثيوز,35.1195,-80.7101,United States,US,USA
Eldersburg,Eldersburg,39.4041,-76.9529,United States,US,USA
Koupéla,Koupéla,12.177,-0.356,Burkina Faso,BF,BFA
El Golea,من El Golea,30.5666,2.8833,Algeria,DZ,DZA
Dania Beach,دانيا بيتش,26.0593,-80.1638,United States,US,USA
Coos Bay,كوسباي,43.3789,-124.233,United States,US,USA
Clarence,كلارنس,43.0196,-78.6375,United States,US,USA
Centereach,سينتيريتش,40.8696,-73.0808,United States,US,USA
Pativilca,Pativilca,-10.6996,-77.8,Peru,PE,PER
Fruit Cove,الفاكهة كوف,30.0972,-81.6176,United States,US,USA
Southlake,ساوث ليك,32.9545,-97.1503,United States,US,USA
Princeton,برينستون,40.3563,-74.6693,United States,US,USA
Santa Rita,سانتا ريتا,10.5318,-71.5039,Venezuela,VE,VEN
Gīmbī,غيمبي,9.167,35.8333,Ethiopia,ET,ETH
Kaysville,كايسفيل,41.0291,-111.9455,United States,US,USA
Alliance,تحالف,40.9107,-81.1189,United States,US,USA
Petersburg,بطرسبرج,37.2043,-77.3913,United States,US,USA
North Olmsted,شمال أولمستيد,41.415,-81.919,United States,US,USA
Columbus,كولومبوس,33.5088,-88.4097,United States,US,USA
Redmond,ريدموند,44.2631,-121.1798,United States,US,USA
Hopkinsville,هوبكينزفيل,36.8383,-87.4779,United States,US,USA
Chillicothe,تشيليكوت,39.3393,-82.9937,United States,US,USA
Jacareacanga,Jacareacanga,-6.2666,-57.65,Brazil,BR,BRA
Balyqshy,Balyqshy,47.0666,51.8666,Kazakhstan,KZ,KAZ
Villarrica,فيلاريكا,-39.28,-72.23,Chile,CL,CHL
Dubbo,دوبو,-32.26,148.5973,Australia,AU,AUS
Willingboro,يلينجبورو,40.028,-74.8882,United States,US,USA
Woodstock,وودستوك,34.1026,-84.5085,United States,US,USA
I‘zāz,تجمع I'zaz,36.5888,37.0441,Syria,SY,SYR
Caboolture,كابولتشر,-27.083,152.95,Australia,AU,AUS
Barabinsk,بارابينسك,55.3573,78.3519,Russia,RU,RUS
Liberty,حرية,39.2394,-94.4191,United States,US,USA
Naugatuck,ناوغاتوك,41.489,-73.0518,United States,US,USA
Lismore,يزمور,-28.8167,153.2931,Australia,AU,AUS
Marrero,ماريرو,29.8871,-90.1126,United States,US,USA
Gubakha,غوباخا,58.8691,57.5887,Russia,RU,RUS
Köneürgench,كهنه غرغانج,42.3167,59.1667,Turkmenistan,TM,TKM
Mundelein,MUNDELEIN,42.2692,-88.0101,United States,US,USA
Clearfield,الحقل خالى,41.103,-112.0237,United States,US,USA
Cauquenes,كايكيونيس,-35.96,-72.32,Chile,CL,CHL
French Valley,وادي الفرنسية,33.5998,-117.1069,United States,US,USA
Savage,متوحش,44.7544,-93.3631,United States,US,USA
Cicero,شيشرون,43.1664,-76.0661,United States,US,USA
Sasovo,ساسوفو,54.3491,41.9087,Russia,RU,RUS
Laguna Hills,لاغونا هيلز,33.592,-117.6992,United States,US,USA
Skellefteå,سكيلفتيا,64.7721,20.95,Sweden,SE,SWE
Wheat Ridge,القمح ريدج,39.7727,-105.1028,United States,US,USA
Buurhakaba,Buurhakaba,2.7837,44.0833,Somalia,SO,SOM
Bel Air North,بيل اير الشمالية,39.5544,-76.3733,United States,US,USA
Placerville,بلاسيرفيلي,38.7308,-120.7978,United States,US,USA
Milledgeville,ميلدجفيل,33.0874,-83.2414,United States,US,USA
Falmouth,فالماوث,41.5915,-70.5914,United States,US,USA
Marovoay,Marovoay,-16.0995,46.6333,Madagascar,MG,MDG
Greenville,غرينفيل,33.385,-91.0514,United States,US,USA
Des Moines,دي موين,47.3914,-122.3154,United States,US,USA
Banning,منع,33.9461,-116.8991,United States,US,USA
Auburn,لون كستنائي,42.9338,-76.5685,United States,US,USA
Fallbrook,[فلبرووك],33.3693,-117.2258,United States,US,USA
Goleta,جوليتا,34.436,-119.8595,United States,US,USA
Dracut,دراكوت,42.6832,-71.301,United States,US,USA
Redan,ريدان,33.7393,-84.1644,United States,US,USA
Pingxiang,بينغشيانغ,22.0974,106.7567,China,CN,CHN
Quesada,كيسادا,10.3305,-84.44,Costa Rica,CR,CRI
Río Grande,ريو غراندي,-53.7914,-67.699,Argentina,AR,ARG
Orangeburg,اورانغيبورغ,33.4928,-80.8671,United States,US,USA
Sherwood,شيروود,34.8509,-92.2029,United States,US,USA
Harker Heights,هاركر مرتفعات,31.0572,-97.6445,United States,US,USA
Lucapa,وكابا,-8.4196,20.74,Angola,AO,AGO
Algonquin,ألجونكون,42.1629,-88.3158,United States,US,USA
Wooster,ووستر,40.8166,-81.9334,United States,US,USA
Brooklyn Center,بروكلين سنتر,45.0681,-93.3162,United States,US,USA
Lakeside,البحيرة,30.1356,-81.7674,United States,US,USA
Mossendjo,Mossendjo,-2.9396,12.72,Congo (Brazzaville),CG,COG
Saratoga,ساراتوجا,37.2684,-122.0263,United States,US,USA
Pueblo West,بويبلو الغربية,38.3551,-104.7266,United States,US,USA
Greer,جرير,34.9315,-82.2316,United States,US,USA
Winter Park,وينتر بارك,28.5987,-81.3438,United States,US,USA
Nogales,نوغاليس,31.3624,-110.9336,United States,US,USA
Guasdualito,Guasdualito,7.24,-70.74,Venezuela,VE,VEN
Huamachuco,هواماتشوكو,-7.81,-78.0499,Peru,PE,PER
Karpinsk,كاربينسك,59.7602,60.0098,Russia,RU,RUS
Rochester,روتشستر,43.299,-70.9787,United States,US,USA
Gurnee,جورني,42.3708,-87.9392,United States,US,USA
Los Altos,لوس التوس,37.3685,-122.0966,United States,US,USA
Los Gatos,لوس قطط,37.2302,-121.956,United States,US,USA
Aiken,أيكن,33.5304,-81.727,United States,US,USA
Granger,جرانجر,41.7373,-86.135,United States,US,USA
South Kingstown,جنوب كينغستاون,41.4458,-71.5441,United States,US,USA
Holladay,هولاداي,40.6599,-111.8226,United States,US,USA
Kahului,Kahului في,20.8715,-156.4603,United States,US,USA
Fair Oaks,أوكس المعرض,38.6504,-121.2497,United States,US,USA
Mednogorsk,مدنوغورسك,51.4191,57.5787,Russia,RU,RUS
Tewksbury,تيوكسبوري,42.612,-71.2278,United States,US,USA
Palapye,Palapye,-22.5596,27.13,Botswana,BW,BWA
Mercedes,مرسيدس,-29.1796,-58.08,Argentina,AR,ARG
San Luis,سان لويس,32.4911,-114.7089,United States,US,USA
Clinton,كلينتون,41.8434,-90.2409,United States,US,USA
Butte,التل,45.902,-112.6571,United States,US,USA
Ambanja,Ambanja,-13.6829,48.45,Madagascar,MG,MDG
Peru,بيرو,41.349,-89.1368,United States,US,USA
Curanilahue,كيوراناي لاهيو,-37.48,-73.34,Chile,CL,CHL
Barstow,بارستو,34.8661,-117.0472,United States,US,USA
Newington,نوينغاتون,41.687,-72.7308,United States,US,USA
Nicholasville,نيشلسفيل,37.8904,-84.5668,United States,US,USA
Banamba,Banamba,13.5504,-7.45,Mali,ML,MLI
Springfield,سبرينغفيلد,38.7809,-77.1839,United States,US,USA
Deptford,Deptford لل,39.8157,-75.1181,United States,US,USA
Prairieville,Prairieville,30.3151,-90.9571,United States,US,USA
Spanaway,Spanaway,47.0979,-122.4233,United States,US,USA
Gladstone,جلادستون,-23.8533,151.2467,Australia,AU,AUS
Smithfield,سميثفيلد,35.5131,-78.3495,United States,US,USA
North Tonawanda,شمال توناواندا,43.0457,-78.8659,United States,US,USA
Spring Valley,وادي الربيع,32.7317,-116.9766,United States,US,USA
Westfield,ويستفيلد,40.6515,-74.3433,United States,US,USA
Needham,نيدهام,42.2814,-71.2411,United States,US,USA
South Riding,جنوب ركوب الخيل,38.912,-77.5132,United States,US,USA
Borzya,بورزيا,50.3886,116.5186,Russia,RU,RUS
Atascadero,اتاسكاديرو,35.4827,-120.6858,United States,US,USA
Télimélé,تليملي,10.905,-13.043,Guinea,GN,GIN
North Royalton,شمال رويالتون,41.3138,-81.7452,United States,US,USA
Texarkana,تيكساركانا,33.4361,-93.996,United States,US,USA
Opelika,أوبيليكا,32.6621,-85.3772,United States,US,USA
Grajaú,جراجاو,-5.81,-46.15,Brazil,BR,BRA
Garden City,جاردن سيتي,37.9754,-100.8528,United States,US,USA
